"","sa3","name","earners","age","tot.income","med.income","av.income","sa3_1","State","Capital","origin","destination","dist_num","dist_txt","time_secs","time_mins","time_hours","time_txt","return_stat","status","error_message"
"272",50302,"Perth City",61945,36,4504728427,48560,72721.4210509323,5,"WA","Perth","Perth, WA, Australia","Perth WA, Australia",0.34,"0.3 km",154,2.57,0.04,"3 mins","OK","OK",""
"273",50401,"Bayswater - Bassendean",45427,39,2448951603,45045,53909.6044863187,5,"WA","Perth","Bassendean WA 6054, Australia","Perth WA, Australia",10.7,"10.7 km",1121,18.68,0.31,"19 mins","OK","OK",""
"274",50402,"Mundaring",23119,45,1290555565,44691,55822.2918378823,5,"WA","Perth","Mundaring WA 6073, Australia","Perth WA, Australia",35,"35.0 km",2477,41.28,0.69,"41 mins","OK","OK",""
"275",50403,"Swan",58084,40,3082050857,45068,53061.9595241375,5,"WA","Perth","Swan, WA, Australia","Perth WA, Australia",57.05,"57.0 km",4046,67.43,1.12,"1 hour 7 mins","OK","OK",""
"276",50501,"Joondalup",98101,43,5834073558,45609,59470.0722520667,5,"WA","Perth","Joondalup WA 6027, Australia","Perth WA, Australia",26.65,"26.7 km",1406,23.43,0.39,"23 mins","OK","OK",""
"277",50502,"Stirling",107217,40,6407804711,45664,59764.820047194,5,"WA","Perth","Stirling WA 6021, Australia","Perth WA, Australia",10.28,"10.3 km",728,12.13,0.2,"12 mins","OK","OK",""
"278",50503,"Wanneroo",83637,39,4380648928,44274,52376.9256190442,5,"WA","Perth","Wanneroo WA 6065, Australia","Perth WA, Australia",31.12,"31.1 km",1707,28.45,0.47,"28 mins","OK","OK",""
"279",50601,"Armadale",34346,40,1794372483,44647,52244.0017178128,5,"WA","Perth","Armadale WA 6112, Australia","Perth WA, Australia",37.96,"38.0 km",2385,39.75,0.66,"40 mins","OK","OK",""
"280",50602,"Belmont - Victoria Park",38577,36,2139961372,45861,55472.4673250901,5,"WA","Perth","Victoria Park WA 6100, Australia","Perth WA, Australia",5.71,"5.7 km",878,14.63,0.24,"15 mins","OK","OK",""
"281",50603,"Canning",52432,40,2786616279,41855,53147.2436489167,5,"WA","Perth","Canning, WA, Australia","Perth WA, Australia",19.48,"19.5 km",1479,24.65,0.41,"25 mins","OK","OK",""
"282",50604,"Gosnells",59584,39,2983839500,43804,50077.8648630505,5,"WA","Perth","Gosnells WA 6110, Australia","Perth WA, Australia",24.72,"24.7 km",1963,32.72,0.55,"33 mins","OK","OK",""
"283",50605,"Kalamunda",32622,43,1864321296,46128,57149.2028692294,5,"WA","Perth","Kalamunda WA 6076, Australia","Perth WA, Australia",28.11,"28.1 km",1955,32.58,0.54,"33 mins","OK","OK",""
"284",50606,"Serpentine - Jarrahdale",10145,41,572699770,46561,56451.4312469197,5,"WA","Perth","Serpentine-Jarrahdale, WA, Australia","Perth WA, Australia",62.77,"62.8 km",2988,49.8,0.83,"50 mins","OK","OK",""
"285",50607,"South Perth",25703,40,1829542445,49354,71180.1130218262,5,"WA","Perth","South Perth, WA, Australia","Perth WA, Australia",11.48,"11.5 km",985,16.42,0.27,"16 mins","OK","OK",""
"286",50701,"Cockburn",51345,39,2896056942,47191,56403.8746129127,5,"WA","Perth","Cockburn, WA, Australia","Perth WA, Australia",NA,NA,NA,NA,NA,NA,"ZERO_RESULTS","OK",""
"287",50702,"Fremantle",21073,43,1403278397,46701,66591.2967778674,5,"WA","Perth","Fremantle WA 6160, Australia","Perth WA, Australia",23.71,"23.7 km",1900,31.67,0.53,"32 mins","OK","OK",""
"288",50703,"Kwinana",14837,37,771986760,45768,52031.1895935836,5,"WA","Perth","Kwinana, WA, Australia","Perth WA, Australia",36.82,"36.8 km",1963,32.72,0.55,"33 mins","OK","OK",""
"289",50704,"Melville",63366,45,4249807267,45734,67067.6272291134,5,"WA","Perth","Melville WA 6156, Australia","Perth WA, Australia",15.41,"15.4 km",1356,22.6,0.38,"23 mins","OK","OK",""
"290",50705,"Rockingham",56479,40,3165986293,46095,56055.9905982755,5,"WA","Perth","Rockingham WA 6168, Australia","Perth WA, Australia",48.35,"48.4 km",2630,43.83,0.73,"44 mins","OK","OK",""
"291",50901,"Albany",32116,46,1356437659,34511,42235.5728920164,5,"WA","Perth","Albany WA 6330, Australia","Perth WA, Australia",414.43,"414 km",16470,274.5,4.58,"4 hours 35 mins","OK","OK",""
"292",50902,"Wheat Belt - North",29297,46,1370583467,37343,46782.3827354337,5,"WA","Perth","Western Australia, Australia","Perth WA, Australia",1038.58,"1,039 km",50693,844.89,14.08,"14 hours 5 mins","OK","OK",""
"293",50903,"Wheat Belt - South",11691,46,497277406,35241,42535.0616713711,5,"WA","Perth","Mitchell St & Queen St, Merredin WA 6415, Australia","Perth WA, Australia",260.7,"261 km",10929,182.15,3.04,"3 hours 2 mins","OK","OK",""
"294",51001,"Kimberley",14108,38,760435672,45723,53901.025800964,5,"WA","Perth","Kimberley, WA, Australia","Perth WA, Australia",2694.16,"2,694 km",133209,2220.15,37,"1 day 13 hours","OK","OK",""
"295",51002,"East Pilbara",10593,35,840265416,69071,79322.7051826678,5,"WA","Perth","East Pilbara, WA, Australia","Perth WA, Australia",NA,NA,NA,NA,NA,NA,"ZERO_RESULTS","OK",""
"296",51003,"West Pilbara",14488,37,1205004692,73360,83172.6043622308,5,"WA","Perth","Pilbara, WA, Australia","Perth WA, Australia",NA,NA,NA,NA,NA,NA,"ZERO_RESULTS","OK",""
"297",51101,"Esperance",9043,44,452264611,38665,50012.6740019905,5,"WA","Perth","Esperance WA 6450, Australia","Perth WA, Australia",714.14,"714 km",26973,449.55,7.49,"7 hours 30 mins","OK","OK",""
"298",51102,"Gascoyne",4943,41,245130538,39967,49591.4501314991,5,"WA","Perth","Gascoyne, WA, Australia","Perth WA, Australia",1124.45,"1,124 km",53519,891.99,14.87,"14 hours 52 mins","OK","OK",""
"299",51103,"Goldfields",21224,37,1386084395,55299,65307.4064738032,5,"WA","Perth","Goldfields Rd, Western Australia, Australia","Perth WA, Australia",199.68,"200 km",8659,144.32,2.41,"2 hours 24 mins","OK","OK",""
"300",51104,"Mid West",28346,43,1518926530,42344,53585.2159034784,5,"WA","Perth","66 Great Eastern Hwy, West Kalgoorlie WA 6430, Australia","Perth WA, Australia",588.18,"588 km",22825,380.42,6.34,"6 hours 20 mins","OK","OK",""
"301",60101,"Brighton",7374,40,313354945,38102,42494.5680770274,6,"Tas","Hobart","Brighton TAS 7030, Australia","Hobart TAS 7000, Australia",25.52,"25.5 km",1617,26.95,0.45,"27 mins","OK","OK",""
"302",60102,"Hobart - North East",27599,45,1318864582,40810,47786.6800246386,6,"Tas","Hobart","North Hobart TAS 7000, Australia","Hobart TAS 7000, Australia",1.56,"1.6 km",301,5.02,0.08,"5 mins","OK","OK",""
"303",60103,"Hobart - North West",25406,41,1048543679,38284,41271.498031961,6,"Tas","Hobart","Hobart TAS 7000, Australia","Hobart TAS 7000, Australia",0,"1 m",0,0,0,"1 min","OK","OK",""
"304",60104,"Hobart - South and West",18019,44,862760892,40740,47880.6200122093,6,"Tas","Hobart","South Hobart TAS 7004, Australia","Hobart TAS 7000, Australia",2.37,"2.4 km",411,6.85,0.11,"7 mins","OK","OK",""
"305",60105,"Hobart Inner",30612,43,1727013964,42053,56416.2408205932,6,"Tas","Hobart","Hobart TAS 7000, Australia","Hobart TAS 7000, Australia",0,"1 m",0,0,0,"1 min","OK","OK",""
"306",60106,"Sorell - Dodges Ferry",8046,44,336784969,37679,41857.440840169,6,"Tas","Hobart","Dodges Ferry TAS 7173, Australia","Hobart TAS 7000, Australia",37.92,"37.9 km",2132,35.53,0.59,"36 mins","OK","OK",""
"307",60201,"Launceston",42316,42,1916433005,38333,45288.6143539087,6,"Tas","Hobart","Launceston TAS 7250, Australia","Hobart TAS 7000, Australia",199.8,"200 km",8709,145.15,2.42,"2 hours 25 mins","OK","OK",""
"308",60202,"Meander Valley - West Tamar",11813,46,474861566,34450,40198.2194192838,6,"Tas","Hobart","Meander Valley, TAS, Australia","Hobart TAS 7000, Australia",190.56,"191 km",9030,150.5,2.51,"2 hours 31 mins","OK","OK",""
"309",60203,"North East",18588,46,756274719,34698,40686.1802775984,6,"Tas","Hobart","Tasmania, Australia","Hobart TAS 7000, Australia",345.3,"345 km",15921,265.35,4.42,"4 hours 25 mins","OK","OK",""
"310",60301,"Central Highlands (Tas.)",5672,45,223604916,34975,39422.5874471086,6,"Tas","Hobart","Central Highlands, TAS, Australia","Hobart TAS 7000, Australia",102.2,"102 km",5023,83.72,1.4,"1 hour 24 mins","OK","OK",""
"311",60302,"Huon - Bruny Island",9473,46,361744124,32488,38186.8599176607,6,"Tas","Hobart","Bruny Island, Tasmania, Australia","Hobart TAS 7000, Australia",83.51,"83.5 km",6449,107.48,1.79,"1 hour 47 mins","OK","OK",""
"312",60303,"South East Coast",3418,51,121854039,28110,35650.6843183148,6,"Tas","Hobart","West Coast TAS 7321, Australia","Hobart TAS 7000, Australia",417.2,"417 km",18564,309.4,5.16,"5 hours 9 mins","OK","OK",""
"313",60401,"Burnie - Ulverstone",24229,44,1043238203,36912,43057.4189194767,6,"Tas","Hobart","45A Leighlands Ave, Ulverstone TAS 7315, Australia","Hobart TAS 7000, Australia",295.95,"296 km",12098,201.63,3.36,"3 hours 22 mins","OK","OK",""
"314",60402,"Devonport",22558,44,938768450,35998,41615.7660253569,6,"Tas","Hobart","Devonport TAS 7310, Australia","Hobart TAS 7000, Australia",281.52,"282 km",11643,194.05,3.23,"3 hours 14 mins","OK","OK",""
"315",60403,"West Coast",9715,44,427043369,38240,43957.1146680391,6,"Tas","Hobart","West Coast, TAS, Australia","Hobart TAS 7000, Australia",310.67,"311 km",18825,313.75,5.23,"5 hours 14 mins","OK","OK",""
"316",70101,"Darwin City",17864,35,1067025002,49335,59730.4636139722,7,"NT","Darwin","Darwin City NT 0800, Australia","Darwin NT, Australia",0,"1 m",0,0,0,"1 min","OK","OK",""
"317",70102,"Darwin Suburbs",30009,39,1691888598,49958,56379.3727881635,7,"NT","Darwin","Darwin NT, Australia","Darwin NT, Australia",0,"1 m",0,0,0,"1 min","OK","OK",""
"318",70103,"Litchfield",9259,43,522792446,50365,56463.1651366238,7,"NT","Darwin","Litchfield, NT, Australia","Darwin NT, Australia",44.32,"44.3 km",2255,37.58,0.63,"38 mins","OK","OK",""
"319",70104,"Palmerston",16666,35,929280934,52286,55759.0864034561,7,"NT","Darwin","Palmerston City NT 0830, Australia","Darwin NT, Australia",20.1,"20.1 km",1096,18.27,0.3,"18 mins","OK","OK",""
"320",70201,"Alice Springs",17658,39,914621463,46027,51796.4357798165,7,"NT","Darwin","Alice Springs NT 0870, Australia","Darwin NT, Australia",1496.53,"1,497 km",59052,984.2,16.4,"16 hours 24 mins","OK","OK",""
"321",70202,"Barkly",1586,41,73293871,43069,46213.0334174023,7,"NT","Darwin","Barkly, NT, Australia","Darwin NT, Australia",NA,NA,NA,NA,NA,NA,"ZERO_RESULTS","OK",""
"322",70203,"Daly - Tiwi - West Arnhem",2820,41,126153860,35687,44735.4113475177,7,"NT","Darwin","West Arnhem NT 0822, Australia","Darwin NT, Australia",395.73,"396 km",26824,447.07,7.45,"7 hours 27 mins","OK","OK",""
"323",70204,"East Arnhem",3121,39,198825110,53190,63705.5783402756,7,"NT","Darwin","East Arnhem NT 0822, Australia","Darwin NT, Australia",1053.68,"1,054 km",104113,1735.22,28.92,"1 day 5 hours","OK","OK",""
"324",70205,"Katherine",5511,39,278749688,47237,50580.6002540374,7,"NT","Darwin","Katherine NT 0850, Australia","Darwin NT, Australia",317.48,"317 km",12173,202.88,3.38,"3 hours 23 mins","OK","OK",""
"325",80101,"Belconnen",57273,40,3297489729,51674,57574.9433240794,8,"ACT","Canberra","Belconnen, ACT, Australia","Canberra ACT 2601, Australia",16.32,"16.3 km",1060,17.67,0.29,"18 mins","OK","OK",""
"326",80103,"Canberra East",541,45,28752095,44415,53146.2014787431,8,"ACT","Canberra","Canberra ACT 2601, Australia","Canberra ACT 2601, Australia",0,"1 m",0,0,0,"1 min","OK","OK",""
"327",80104,"Gungahlin",28764,37,1756588067,56514,61068.9774370741,8,"ACT","Canberra","Gungahlin ACT 2912, Australia","Canberra ACT 2601, Australia",13.16,"13.2 km",1297,21.62,0.36,"22 mins","OK","OK",""
"328",80105,"North Canberra",28756,37,1817668396,53295,63210.0568924746,8,"ACT","Canberra","Canberra ACT 2601, Australia","Canberra ACT 2601, Australia",0,"1 m",0,0,0,"1 min","OK","OK",""
"329",80106,"South Canberra",16820,44,1495057062,65317,88885.6755053508,8,"ACT","Canberra","Canberra ACT 2601, Australia","Canberra ACT 2601, Australia",0,"1 m",0,0,0,"1 min","OK","OK",""
"330",80107,"Tuggeranong",54594,42,3229272110,54003,59150.6779133238,8,"ACT","Canberra","Tuggeranong, ACT, Australia","Canberra ACT 2601, Australia",23.94,"23.9 km",1340,22.33,0.37,"22 mins","OK","OK",""
"331",80108,"Weston Creek",14378,45,911111423,54899,63368.4394908889,8,"ACT","Canberra","Weston Creek, Canberra ACT 2611, Australia","Canberra ACT 2601, Australia",15.27,"15.3 km",929,15.48,0.26,"15 mins","OK","OK",""
"332",80109,"Woden Valley",21408,45,1475187077,55539,68908.2154801943,8,"ACT","Canberra","Woden Valley, ACT, Australia","Canberra ACT 2601, Australia",11.41,"11.4 km",848,14.13,0.24,"14 mins","OK","OK",""
"333",80111,"Urriarra - Namadgi",286,40,16206875,50845,56667.3951048951,8,"ACT","Canberra","Uriarra Village ACT 2611, Australia","Canberra ACT 2601, Australia",30.3,"30.3 km",1929,32.15,0.54,"32 mins","OK","OK",""
