"","sa3","name","earners","age","tot.income","med.income","av.income","sa3_1","State","Capital","origin","destination","dist_num","dist_txt","time_secs","time_mins","time_hours","time_txt","return_stat","status","error_message"
"178",30601,"Cairns - North",28042,42,1430136124,42036,50999.7904571714,3,"Qld","Brisbane","Cairns North QLD 4870, Australia","Brisbane QLD, Australia",1685.99,"1,686 km",69041,1150.69,19.18,"19 hours 11 mins","OK","OK",""
"179",30602,"Cairns - South",52510,39,2409252573,39218,45881.7858122262,3,"Qld","Brisbane","Cairns QLD, Australia","Brisbane QLD, Australia",1683.95,"1,684 km",68878,1147.97,19.13,"19 hours 8 mins","OK","OK",""
"180",30603,"Innisfail - Cassowary Coast",17529,45,680269688,33283,38808.2427976496,3,"Qld","Brisbane","Innisfail QLD 4860, Australia","Brisbane QLD, Australia",1596.37,"1,596 km",64628,1077.14,17.95,"17 hours 57 mins","OK","OK",""
"181",30604,"Port Douglas - Daintree",6506,42,248911381,32657,38258.7428527513,3,"Qld","Brisbane","The Port Heritage Resort, 8/40 Macrossan St, Port Douglas QLD 4877, Australia","Brisbane QLD, Australia",1749.95,"1,750 km",72579,1209.65,20.16,"20 hours 10 mins","OK","OK",""
"182",30605,"Tablelands (East) - Kuranda",20537,46,821121667,32493,39982.5518332765,3,"Qld","Brisbane","Kuranda Scenic Railway, Queensland, Australia","Brisbane QLD, Australia",1745.25,"1,745 km",72100,1201.67,20.03,"20 hours 2 mins","OK","OK",""
"183",30701,"Darling Downs (West) - Maranoa",23749,42,997465523,36116,42000.3167712325,3,"Qld","Brisbane","566 Ruthven St, Toowoomba City QLD 4350, Australia","Brisbane QLD, Australia",124.96,"125 km",5803,96.72,1.61,"1 hour 37 mins","OK","OK",""
"184",30702,"Darling Downs - East",21708,44,854796676,34213,39377.0350101345,3,"Qld","Brisbane","Darling Downs, QLD, Australia","Brisbane QLD, Australia",277.53,"278 km",12520,208.67,3.48,"3 hours 29 mins","OK","OK",""
"185",30703,"Granite Belt",20532,45,705857379,29774,34378.4034190532,3,"Qld","Brisbane","28 Leslie Parade, Stanthorpe QLD 4380, Australia","Brisbane QLD, Australia",217.03,"217 km",10076,167.93,2.8,"2 hours 48 mins","OK","OK",""
"186",30801,"Central Highlands (Qld)",15871,38,991773685,50146,62489.6783441497,3,"Qld","Brisbane","Central Highlands, QLD, Australia","Brisbane QLD, Australia",804.98,"805 km",32811,546.85,9.11,"9 hours 7 mins","OK","OK",""
"187",30803,"Rockhampton",58151,41,2990631134,42635,51428.713762446,3,"Qld","Brisbane","Rockhampton City QLD 4700, Australia","Brisbane QLD, Australia",617.16,"617 km",25498,424.97,7.08,"7 hours 5 mins","OK","OK",""
"188",30804,"Biloela",8417,42,428556119,39997,50915.542235951,3,"Qld","Brisbane","Biloela QLD 4715, Australia","Brisbane QLD, Australia",561.29,"561 km",23209,386.82,6.45,"6 hours 27 mins","OK","OK",""
"189",30805,"Gladstone",31760,41,1899629649,49388,59812.0166561713,3,"Qld","Brisbane","Gladstone Central QLD 4680, Australia","Brisbane QLD, Australia",517.02,"517 km",21676,361.27,6.02,"6 hours 1 min","OK","OK",""
"190",30901,"Broadbeach - Burleigh",35216,41,1662761538,36045,47216.081837801,3,"Qld","Brisbane","Broadbeach QLD 4218, Australia","Brisbane QLD, Australia",82.53,"82.5 km",3888,64.8,1.08,"1 hour 5 mins","OK","OK",""
"191",30902,"Coolangatta",28796,43,1261145721,35298,43795.8647381581,3,"Qld","Brisbane","Coolangatta QLD 4225, Australia","Brisbane QLD, Australia",103.02,"103 km",4276,71.27,1.19,"1 hour 11 mins","OK","OK",""
"192",30903,"Gold Coast - North",32705,43,1490560821,35872,45575.9309279927,3,"Qld","Brisbane","Gold Coast QLD, Australia","Brisbane QLD, Australia",79.31,"79.3 km",3716,61.93,1.03,"1 hour 2 mins","OK","OK",""
"193",30904,"Gold Coast Hinterland",9539,47,417861286,34606,43805.56515358,3,"Qld","Brisbane","Hinterland Dr, Mudgeeraba QLD 4213, Australia","Brisbane QLD, Australia",80.36,"80.4 km",3330,55.5,0.93,"56 mins","OK","OK",""
"194",30905,"Mudgeeraba - Tallebudgera",17488,42,812122969,36732,46438.8705969808,3,"Qld","Brisbane","Tallebudgera QLD 4228, Australia","Brisbane QLD, Australia",91.55,"91.5 km",3894,64.9,1.08,"1 hour 5 mins","OK","OK",""
"195",30906,"Nerang",35075,41,1531515732,37031,43664.0265716322,3,"Qld","Brisbane","Nerang QLD 4211, Australia","Brisbane QLD, Australia",72.12,"72.1 km",3209,53.48,0.89,"53 mins","OK","OK",""
"196",30907,"Ormeau - Oxenford",51653,40,2541621415,40160,49205.6882465684,3,"Qld","Brisbane","Oxenford QLD 4210, Australia","Brisbane QLD, Australia",59.75,"59.8 km",2488,41.47,0.69,"41 mins","OK","OK",""
"197",30908,"Robina",25169,41,1099878112,35945,43699.7144105844,3,"Qld","Brisbane","Robina QLD 4226, Australia","Brisbane QLD, Australia",81.54,"81.5 km",3471,57.85,0.96,"58 mins","OK","OK",""
"198",30909,"Southport",30154,40,1271395248,34652,42163.4027989653,3,"Qld","Brisbane","Southport QLD 4215, Australia","Brisbane QLD, Australia",74.03,"74.0 km",3351,55.85,0.93,"56 mins","OK","OK",""
"199",30910,"Surfers Paradise",21835,41,1176527684,34173,53882.6509732082,3,"Qld","Brisbane","Surfers Paradise QLD 4217, Australia","Brisbane QLD, Australia",76.25,"76.2 km",3626,60.43,1.01,"1 hour 0 mins","OK","OK",""
"200",31001,"Forest Lake - Oxley",30183,39,1345477466,40530,44577.327170924,3,"Qld","Brisbane","Oxley Pl, Forest Lake QLD 4078, Australia","Brisbane QLD, Australia",22.24,"22.2 km",1850,30.83,0.51,"31 mins","OK","OK",""
"201",31002,"Ipswich Hinterland",28449,44,1152801197,35979,40521.677282154,3,"Qld","Brisbane","Ipswich QLD 4305, Australia","Brisbane QLD, Australia",43.99,"44.0 km",2539,42.32,0.71,"42 mins","OK","OK",""
"202",31003,"Ipswich Inner",47881,40,2233661285,41992,46650.2638833775,3,"Qld","Brisbane","Ipswich Rd, Queensland, Australia","Brisbane QLD, Australia",5.38,"5.4 km",524,8.73,0.15,"9 mins","OK","OK",""
"203",31004,"Springfield - Redbank",33987,36,1594351438,43373,46910.6257686763,3,"Qld","Brisbane","Springfield QLD 4300, Australia","Brisbane QLD, Australia",32.99,"33.0 km",2368,39.47,0.66,"39 mins","OK","OK",""
"204",31101,"Beaudesert",6017,44,239918904,35095,39873.5090576699,3,"Qld","Brisbane","Beaudesert QLD 4285, Australia","Brisbane QLD, Australia",69.62,"69.6 km",3696,61.6,1.03,"1 hour 2 mins","OK","OK",""
"205",31102,"Beenleigh",18772,39,790370550,38193,42103.6943319838,3,"Qld","Brisbane","Beenleigh QLD 4207, Australia","Brisbane QLD, Australia",34.38,"34.4 km",1710,28.5,0.48,"29 mins","OK","OK",""
"206",31103,"Browns Plains",37874,39,1650955452,40508,43590.7338015525,3,"Qld","Brisbane","Browns Plains QLD 4118, Australia","Brisbane QLD, Australia",28.94,"28.9 km",1671,27.85,0.46,"28 mins","OK","OK",""
"207",31104,"Jimboomba",20223,41,959326781,42405,47437.4119072343,3,"Qld","Brisbane","Jimboomba QLD 4280, Australia","Brisbane QLD, Australia",49.14,"49.1 km",2590,43.17,0.72,"43 mins","OK","OK",""
"208",31105,"Loganlea - Carbrook",30147,40,1392867450,40886,46202.5226390686,3,"Qld","Brisbane","Loganlea QLD 4131, Australia","Brisbane QLD, Australia",28.99,"29.0 km",1625,27.08,0.45,"27 mins","OK","OK",""
"209",31106,"Springwood - Kingston",38079,39,1673085371,39536,43937.2192284461,3,"Qld","Brisbane","Springwood QLD 4127, Australia","Brisbane QLD, Australia",21.22,"21.2 km",1266,21.1,0.35,"21 mins","OK","OK",""
"210",31201,"Bowen Basin - North",18710,39,1218395958,48460,65120.0405130946,3,"Qld","Brisbane","49 Powell St, Bowen QLD 4805, Australia","Brisbane QLD, Australia",1140.51,"1,141 km",46115,768.58,12.81,"12 hours 49 mins","OK","OK",""
"211",31202,"Mackay",65723,41,3936070521,48479,59888.783546095,3,"Qld","Brisbane","Mackay QLD 4740, Australia","Brisbane QLD, Australia",952.51,"953 km",38887,648.12,10.8,"10 hours 48 mins","OK","OK",""
"212",31203,"Whitsunday",11319,40,499906474,36546,44165.25081721,3,"Qld","Brisbane","Whitsunday Islands, Queensland, Australia","Brisbane QLD, Australia",NA,NA,NA,NA,NA,NA,"ZERO_RESULTS","OK",""
"213",31301,"Bribie - Beachmere",14528,49,577166409,31487,39727.8640556167,3,"Qld","Brisbane","Beachmere QLD 4510, Australia","Brisbane QLD, Australia",57.34,"57.3 km",3213,53.55,0.89,"54 mins","OK","OK",""
"214",31302,"Caboolture",29546,39,1188956316,36228,40240.8554795911,3,"Qld","Brisbane","Caboolture QLD 4510, Australia","Brisbane QLD, Australia",54.4,"54.4 km",3018,50.3,0.84,"50 mins","OK","OK",""
"215",31303,"Caboolture Hinterland",5543,45,216369350,33491,39034.701425221,3,"Qld","Brisbane","Hinterland Dr, Little Mountain QLD 4551, Australia","Brisbane QLD, Australia",90.68,"90.7 km",4478,74.63,1.24,"1 hour 15 mins","OK","OK",""
"216",31304,"Narangba - Burpengary",30499,41,1374211860,39875,45057.6038558641,3,"Qld","Brisbane","Burpengary QLD 4505, Australia","Brisbane QLD, Australia",41.31,"41.3 km",2675,44.58,0.74,"45 mins","OK","OK",""
"217",31305,"Redcliffe",29624,44,1350886014,38805,45601.0671752633,3,"Qld","Brisbane","Redcliffe QLD 4020, Australia","Brisbane QLD, Australia",41.32,"41.3 km",2529,42.15,0.7,"42 mins","OK","OK",""
"218",31401,"The Hills District",48665,42,2741859378,45966,56341.505763896,3,"Qld","Brisbane","Everton Hills QLD 4053, Australia","Brisbane QLD, Australia",12.26,"12.3 km",1394,23.23,0.39,"23 mins","OK","OK",""
"219",31402,"North Lakes",28260,39,1400225601,43967,49547.968895966,3,"Qld","Brisbane","North Lakes QLD 4509, Australia","Brisbane QLD, Australia",31.06,"31.1 km",2203,36.72,0.61,"37 mins","OK","OK",""
"220",31403,"Strathpine",20150,39,910547272,41810,45188.4502233251,3,"Qld","Brisbane","Strathpine QLD 4500, Australia","Brisbane QLD, Australia",25.37,"25.4 km",2107,35.12,0.59,"35 mins","OK","OK",""
"221",31501,"Far North",10576,41,463382625,33265,43814.5447239032,3,"Qld","Brisbane","North Queensland, QLD, Australia","Brisbane QLD, Australia",1540.91,"1,541 km",60885,1014.75,16.91,"16 hours 55 mins","OK","OK",""
"222",31502,"Outback - North",16177,37,948263305,50708,58617.9949928911,3,"Qld","Brisbane","815 Zillmere Rd, Aspley QLD 4034, Australia","Brisbane QLD, Australia",17.25,"17.2 km",1529,25.48,0.42,"25 mins","OK","OK",""
"223",31503,"Outback - South",10677,43,471484009,38243,44158.8469607568,3,"Qld","Brisbane","815 Zillmere Rd, Aspley QLD 4034, Australia","Brisbane QLD, Australia",17.25,"17.2 km",1529,25.48,0.42,"25 mins","OK","OK",""
"224",31601,"Buderim",26459,44,1234846357,35673,46670.1824331985,3,"Qld","Brisbane","Buderim QLD 4556, Australia","Brisbane QLD, Australia",95.06,"95.1 km",4617,76.95,1.28,"1 hour 17 mins","OK","OK",""
"225",31602,"Caloundra",38833,45,1687175288,34320,43446.9468750805,3,"Qld","Brisbane","Caloundra QLD 4551, Australia","Brisbane QLD, Australia",94.48,"94.5 km",4650,77.5,1.29,"1 hour 18 mins","OK","OK",""
"226",31603,"Maroochy",30735,42,1307146961,34334,42529.590401822,3,"Qld","Brisbane","Maroochydore QLD 4558, Australia","Brisbane QLD, Australia",104.54,"105 km",5246,87.43,1.46,"1 hour 27 mins","OK","OK",""
"227",31605,"Noosa",21084,47,895766906,31525,42485.6244545627,3,"Qld","Brisbane","Noosa, QLD, Australia","Brisbane QLD, Australia",149.49,"149 km",6807,113.45,1.89,"1 hour 53 mins","OK","OK",""
"228",31606,"Sunshine Coast Hinterland",25971,47,1051377718,31770,40482.7583843518,3,"Qld","Brisbane","Hinterland Dr, Little Mountain QLD 4551, Australia","Brisbane QLD, Australia",90.68,"90.7 km",4478,74.63,1.24,"1 hour 15 mins","OK","OK",""
"229",31607,"Nambour",20645,44,849934005,34427,41169,3,"Qld","Brisbane","Nambour QLD 4560, Australia","Brisbane QLD, Australia",106.95,"107 km",5053,84.22,1.4,"1 hour 24 mins","OK","OK",""
"230",31608,"Noosa Hinterland",11485,48,470375601,31201,40955.6465824989,3,"Qld","Brisbane","2/84 Memorial Dr, Eumundi QLD 4562, Australia","Brisbane QLD, Australia",121.09,"121 km",5407,90.12,1.5,"1 hour 30 mins","OK","OK",""
"231",31701,"Toowoomba",76823,42,3499799638,38668,45556.6645145334,3,"Qld","Brisbane","Toowoomba QLD, Australia","Brisbane QLD, Australia",124.89,"125 km",5950,99.17,1.65,"1 hour 39 mins","OK","OK",""
"232",31801,"Charters Towers - Ayr - Ingham",22207,45,998768419,38025,44975.3869950916,3,"Qld","Brisbane","Charters Towers QLD 4820, Australia","Brisbane QLD, Australia",1349.47,"1,349 km",52343,872.39,14.54,"14 hours 32 mins","OK","OK",""
"233",31802,"Townsville",99703,39,5304759335,46123,53205.6140236502,3,"Qld","Brisbane","Townsville City QLD 4810, Australia","Brisbane QLD, Australia",1337.41,"1,337 km",54025,900.42,15.01,"15 hours 0 mins","OK","OK",""
"234",31901,"Bundaberg",41964,44,1703633783,33413,40597.5069821752,3,"Qld","Brisbane","Bundaberg Central QLD 4670, Australia","Brisbane QLD, Australia",362.21,"362 km",15271,254.52,4.24,"4 hours 15 mins","OK","OK",""
"235",31902,"Burnett",22812,45,808558391,28907,35444.4323601613,3,"Qld","Brisbane","3/115 Hermans Rd, Burnett Heads QLD 4670, Australia","Brisbane QLD, Australia",377.77,"378 km",15817,263.62,4.39,"4 hours 24 mins","OK","OK",""
"236",31903,"Gympie - Cooloola",22214,46,816641485,30722,36762.4689385072,3,"Qld","Brisbane","Cooloola QLD 4580, Australia","Brisbane QLD, Australia",227.27,"227 km",9946,165.77,2.76,"2 hours 46 mins","OK","OK",""
"237",31904,"Hervey Bay",24079,46,939390926,31310,39012.871215582,3,"Qld","Brisbane","Hervey Bay QLD 4655, Australia","Brisbane QLD, Australia",288.5,"289 km",12372,206.2,3.44,"3 hours 26 mins","OK","OK",""
"238",31905,"Maryborough",19114,46,751300111,34059,39306.2734644763,3,"Qld","Brisbane","Maryborough QLD 4650, Australia","Brisbane QLD, Australia",258.84,"259 km",11070,184.5,3.08,"3 hours 5 mins","OK","OK",""
"239",40101,"Adelaide City",12227,37,789699478,42335,64586.5280117772,4,"SA","Adelaide","Adelaide SA, Australia","Adelaide SA, Australia",0,"1 m",0,0,0,"1 min","OK","OK",""
"240",40102,"Adelaide Hills",40898,45,2181888060,41428,53349.5051102743,4,"SA","Adelaide","Adelaide Hills, SA, Australia","Adelaide SA, Australia",31.44,"31.4 km",2725,45.42,0.76,"45 mins","OK","OK",""
"241",40103,"Burnside",27381,49,2055188662,47878,75058.9336401154,4,"SA","Adelaide","Burnside SA 5066, Australia","Adelaide SA, Australia",7.68,"7.7 km",952,15.87,0.26,"16 mins","OK","OK",""
"242",40104,"Campbelltown (SA)",27188,43,1267016290,39285,46602.0409739591,4,"SA","Adelaide","Campbelltown SA 5074, Australia","Adelaide SA, Australia",9.65,"9.7 km",1148,19.13,0.32,"19 mins","OK","OK",""
"243",40105,"Norwood - Payneham - St Peters",20700,42,1244491023,43557,60120.3392753623,4,"SA","Adelaide","Norwood Payneham and St Peters, SA, Australia","Adelaide SA, Australia",5.46,"5.5 km",761,12.68,0.21,"13 mins","OK","OK",""
"244",40106,"Prospect - Walkerville",16169,42,1028751380,45693,63624.923000804,4,"SA","Adelaide","Walkerville SA 5081, Australia","Adelaide SA, Australia",5.2,"5.2 km",888,14.8,0.25,"15 mins","OK","OK",""
"245",40107,"Unley",22838,44,1593245268,48213,69762.9069095367,4,"SA","Adelaide","Unley SA 5061, Australia","Adelaide SA, Australia",2.56,"2.6 km",486,8.1,0.14,"8 mins","OK","OK",""
"246",40201,"Gawler - Two Wells",17230,43,783071105,40429,45448.1198491004,4,"SA","Adelaide","Gawler Rd, Two Wells SA 5501, Australia","Adelaide SA, Australia",42.61,"42.6 km",2855,47.58,0.79,"48 mins","OK","OK",""
"247",40202,"Playford",35457,39,1431390059,38090,40369.7452971205,4,"SA","Adelaide","Playford, SA, Australia","Adelaide SA, Australia",36.27,"36.3 km",2551,42.52,0.71,"43 mins","OK","OK",""
"248",40203,"Port Adelaide - East",30634,38,1322651595,39058,43175.9350721421,4,"SA","Adelaide","Port Adelaide SA 5015, Australia","Adelaide SA, Australia",14.09,"14.1 km",1734,28.9,0.48,"29 mins","OK","OK",""
"249",40204,"Salisbury",64752,39,2737391514,39518,42275.0110266864,4,"SA","Adelaide","Salisbury SA 5108, Australia","Adelaide SA, Australia",20.24,"20.2 km",2067,34.45,0.57,"34 mins","OK","OK",""
"250",40205,"Tea Tree Gully",54107,43,2546480931,42111,47063.7982331306,4,"SA","Adelaide","Tea Tree Gully SA 5091, Australia","Adelaide SA, Australia",18.83,"18.8 km",1850,30.83,0.51,"31 mins","OK","OK",""
"251",40301,"Holdfast Bay",20969,47,1233606173,43836,58829.9953741237,4,"SA","Adelaide","Holdfast Bay, SA, Australia","Adelaide SA, Australia",12.39,"12.4 km",1375,22.92,0.38,"23 mins","OK","OK",""
"252",40302,"Marion",47907,42,2186807415,40708,45646.9287369278,4,"SA","Adelaide","Marion SA 5043, Australia","Adelaide SA, Australia",10.83,"10.8 km",1266,21.1,0.35,"21 mins","OK","OK",""
"253",40303,"Mitcham",37773,46,2163929792,43533,57287.7397082572,4,"SA","Adelaide","Mitcham SA 5062, Australia","Adelaide SA, Australia",8.44,"8.4 km",1046,17.43,0.29,"17 mins","OK","OK",""
"254",40304,"Onkaparinga",88740,42,3876356867,39346,43682.1824092856,4,"SA","Adelaide","Onkaparinga, SA, Australia","Adelaide SA, Australia",39.06,"39.1 km",2549,42.48,0.71,"42 mins","OK","OK",""
"255",40401,"Charles Sturt",55450,42,2664437705,40333,48051.1759242561,4,"SA","Adelaide","Charles Sturt, SA, Australia","Adelaide SA, Australia",11.05,"11.1 km",1260,21,0.35,"21 mins","OK","OK",""
"256",40402,"Port Adelaide - West",28454,41,1298262243,40635,45626.7042595066,4,"SA","Adelaide","Port Adelaide SA 5015, Australia","Adelaide SA, Australia",14.09,"14.1 km",1734,28.9,0.48,"29 mins","OK","OK",""
"257",40403,"West Torrens",33100,40,1553544189,40056,46934.8697583082,4,"SA","Adelaide","West Torrens, SA, Australia","Adelaide SA, Australia",5.86,"5.9 km",842,14.03,0.23,"14 mins","OK","OK",""
"258",40501,"Barossa",18750,45,853297706,39390,45509.2109866667,4,"SA","Adelaide","Barossa Valley, Tanunda SA 5352, Australia","Adelaide SA, Australia",71.39,"71.4 km",3879,64.65,1.08,"1 hour 5 mins","OK","OK",""
"259",40502,"Lower North",11678,47,516276429,36309,44209.3191471142,4,"SA","Adelaide","South Australia, Australia","Adelaide SA, Australia",658.57,"659 km",41039,683.98,11.4,"11 hours 24 mins","OK","OK",""
"260",40503,"Mid North",12935,46,597088362,37528,46160.6773869347,4,"SA","Adelaide","85 Ellen St, Port Pirie SA 5540, Australia","Adelaide SA, Australia",223.81,"224 km",9484,158.07,2.63,"2 hours 38 mins","OK","OK",""
"261",40504,"Yorke Peninsula",11723,49,511849758,33840,43662.0112599164,4,"SA","Adelaide","Yorke Peninsula, SA, Australia","Adelaide SA, Australia",188.06,"188 km",8418,140.3,2.34,"2 hours 20 mins","OK","OK",""
"262",40601,"Eyre Peninsula and South West",29555,43,1525669155,40927,51621.3552698359,4,"SA","Adelaide","Eyre Peninsula, Cummins SA 5631, Australia","Adelaide SA, Australia",632.97,"633 km",24866,414.43,6.91,"6 hours 54 mins","OK","OK",""
"263",40602,"Outback - North and East",12795,41,686581634,45372,53660.1511527941,4,"SA","Adelaide","81 O'Connell St, North Adelaide SA 5006, Australia","Adelaide SA, Australia",2.52,"2.5 km",516,8.6,0.14,"9 mins","OK","OK",""
"264",40701,"Fleurieu - Kangaroo Island",24346,50,919329560,30848,37761.0104329253,4,"SA","Adelaide","Fleurieu Peninsula, Inman Valley SA 5211, Australia","Adelaide SA, Australia",87.85,"87.8 km",5063,84.38,1.41,"1 hour 24 mins","OK","OK",""
"265",40702,"Limestone Coast",36183,44,1556350589,37138,43013.309814001,4,"SA","Adelaide","Limestone Coast, SA, Australia","Adelaide SA, Australia",320.67,"321 km",14202,236.7,3.95,"3 hours 57 mins","OK","OK",""
"266",40703,"Murray and Mallee",34996,45,1338046891,33345,38234.2808035204,4,"SA","Adelaide","Murray St & Mallee St, Tailem Bend SA 5260, Australia","Adelaide SA, Australia",96.44,"96.4 km",4234,70.57,1.18,"1 hour 11 mins","OK","OK",""
"267",50101,"Augusta - Margaret River - Busselton",26088,43,1191137235,35109,45658.4343376265,5,"WA","Perth","100 Bussell Hwy, Margaret River WA 6285, Australia","Perth WA, Australia",270.8,"271 km",10825,180.42,3.01,"3 hours 0 mins","OK","OK",""
"268",50102,"Bunbury",53402,42,2972117079,43822,55655.5387251414,5,"WA","Perth","Bunbury WA 6230, Australia","Perth WA, Australia",170.53,"171 km",6957,115.95,1.93,"1 hour 56 mins","OK","OK",""
"269",50103,"Manjimup",12522,47,537752870,33963,42944.6470212426,5,"WA","Perth","Manjimup WA 6258, Australia","Perth WA, Australia",294.48,"294 km",12017,200.28,3.34,"3 hours 20 mins","OK","OK",""
"270",50201,"Mandurah",43739,45,2349979134,39226,53727.3173597933,5,"WA","Perth","Mandurah WA, Australia","Perth WA, Australia",72.39,"72.4 km",3253,54.22,0.9,"54 mins","OK","OK",""
"271",50301,"Cottesloe - Claremont",40653,47,4478239555,54231,110157.664993973,5,"WA","Perth","Cottesloe WA 6011, Australia","Perth WA, Australia",13.36,"13.4 km",1435,23.92,0.4,"24 mins","OK","OK",""
"272",50302,"Perth City",61945,36,4504728427,48560,72721.4210509323,5,"WA","Perth","Perth WA, Australia","Perth WA, Australia",0,"1 m",0,0,0,"1 min","OK","OK",""
"273",50401,"Bayswater - Bassendean",45427,39,2448951603,45045,53909.6044863187,5,"WA","Perth","Bassendean WA 6054, Australia","Perth WA, Australia",10.7,"10.7 km",1180,19.67,0.33,"20 mins","OK","OK",""
"274",50402,"Mundaring",23119,45,1290555565,44691,55822.2918378823,5,"WA","Perth","Mundaring WA 6073, Australia","Perth WA, Australia",34.99,"35.0 km",2519,41.98,0.7,"42 mins","OK","OK",""
"275",50403,"Swan",58084,40,3082050857,45068,53061.9595241375,5,"WA","Perth","Swan, WA, Australia","Perth WA, Australia",39.03,"39.0 km",3834,63.9,1.07,"1 hour 4 mins","OK","OK",""
"276",50501,"Joondalup",98101,43,5834073558,45609,59470.0722520667,5,"WA","Perth","Joondalup WA 6027, Australia","Perth WA, Australia",26.53,"26.5 km",1399,23.32,0.39,"23 mins","OK","OK",""
"277",50502,"Stirling",107217,40,6407804711,45664,59764.820047194,5,"WA","Perth","Stirling WA 6021, Australia","Perth WA, Australia",10.28,"10.3 km",747,12.45,0.21,"12 mins","OK","OK",""
"278",50503,"Wanneroo",83637,39,4380648928,44274,52376.9256190442,5,"WA","Perth","Wanneroo WA 6065, Australia","Perth WA, Australia",31.12,"31.1 km",1730,28.83,0.48,"29 mins","OK","OK",""
"279",50601,"Armadale",34346,40,1794372483,44647,52244.0017178128,5,"WA","Perth","Armadale WA 6112, Australia","Perth WA, Australia",39.05,"39.1 km",2392,39.87,0.66,"40 mins","OK","OK",""
"280",50602,"Belmont - Victoria Park",38577,36,2139961372,45861,55472.4673250901,5,"WA","Perth","Victoria Park WA 6100, Australia","Perth WA, Australia",5.7,"5.7 km",927,15.45,0.26,"15 mins","OK","OK",""
"281",50603,"Canning",52432,40,2786616279,41855,53147.2436489167,5,"WA","Perth","Canning, WA, Australia","Perth WA, Australia",20.56,"20.6 km",1509,25.15,0.42,"25 mins","OK","OK",""
"282",50604,"Gosnells",59584,39,2983839500,43804,50077.8648630505,5,"WA","Perth","Gosnells WA 6110, Australia","Perth WA, Australia",24.72,"24.7 km",2006,33.43,0.56,"33 mins","OK","OK",""
"283",50605,"Kalamunda",32622,43,1864321296,46128,57149.2028692294,5,"WA","Perth","Kalamunda WA 6076, Australia","Perth WA, Australia",28.11,"28.1 km",2009,33.48,0.56,"33 mins","OK","OK",""
"284",50606,"Serpentine - Jarrahdale",10145,41,572699770,46561,56451.4312469197,5,"WA","Perth","Serpentine-Jarrahdale, WA, Australia","Perth WA, Australia",63.86,"63.9 km",3017,50.28,0.84,"50 mins","OK","OK",""
"285",50607,"South Perth",25703,40,1829542445,49354,71180.1130218262,5,"WA","Perth","South Perth WA 6151, Australia","Perth WA, Australia",7.45,"7.5 km",855,14.25,0.24,"14 mins","OK","OK",""
"286",50701,"Cockburn",51345,39,2896056942,47191,56403.8746129127,5,"WA","Perth","Cockburn, WA, Australia","Perth WA, Australia",NA,NA,NA,NA,NA,NA,"ZERO_RESULTS","OK",""
"287",50702,"Fremantle",21073,43,1403278397,46701,66591.2967778674,5,"WA","Perth","Fremantle WA 6160, Australia","Perth WA, Australia",24.8,"24.8 km",1982,33.03,0.55,"33 mins","OK","OK",""
"288",50703,"Kwinana",14837,37,771986760,45768,52031.1895935836,5,"WA","Perth","Kwinana, WA, Australia","Perth WA, Australia",37.91,"37.9 km",2003,33.38,0.56,"33 mins","OK","OK",""
"289",50704,"Melville",63366,45,4249807267,45734,67067.6272291134,5,"WA","Perth","Melville WA 6156, Australia","Perth WA, Australia",16.5,"16.5 km",1408,23.47,0.39,"23 mins","OK","OK",""
"290",50705,"Rockingham",56479,40,3165986293,46095,56055.9905982755,5,"WA","Perth","Rockingham WA 6168, Australia","Perth WA, Australia",49.15,"49.2 km",2663,44.38,0.74,"44 mins","OK","OK",""
"291",50901,"Albany",32116,46,1356437659,34511,42235.5728920164,5,"WA","Perth","Albany WA 6330, Australia","Perth WA, Australia",414.43,"414 km",16687,278.12,4.64,"4 hours 38 mins","OK","OK",""
"292",50902,"Wheat Belt - North",29297,46,1370583467,37343,46782.3827354337,5,"WA","Perth","114 Barrack St, Merredin WA 6415, Australia","Perth WA, Australia",261.16,"261 km",11133,185.55,3.09,"3 hours 6 mins","OK","OK",""
"293",50903,"Wheat Belt - South",11691,46,497277406,35241,42535.0616713711,5,"WA","Perth","L1/298 Fitzgerald Street, Northam WA 6401, Australia","Perth WA, Australia",96.17,"96.2 km",4900,81.67,1.36,"1 hour 22 mins","OK","OK",""
"294",51001,"Kimberley",14108,38,760435672,45723,53901.025800964,5,"WA","Perth","Kimberley, WA, Australia","Perth WA, Australia",2694.36,"2,694 km",135723,2262.05,37.7,"1 day 14 hours","OK","OK",""
"295",51002,"East Pilbara",10593,35,840265416,69071,79322.7051826678,5,"WA","Perth","East Pilbara, WA, Australia","Perth WA, Australia",NA,NA,NA,NA,NA,NA,"ZERO_RESULTS","OK",""
"296",51003,"West Pilbara",14488,37,1205004692,73360,83172.6043622308,5,"WA","Perth","Pilbara, WA, Australia","Perth WA, Australia",NA,NA,NA,NA,NA,NA,"ZERO_RESULTS","OK",""
"297",51101,"Esperance",9043,44,452264611,38665,50012.6740019905,5,"WA","Perth","Esperance WA 6450, Australia","Perth WA, Australia",714.19,"714 km",27222,453.7,7.56,"7 hours 34 mins","OK","OK",""
"298",51102,"Gascoyne",4943,41,245130538,39967,49591.4501314991,5,"WA","Perth","Gascoyne, WA, Australia","Perth WA, Australia",1124.44,"1,124 km",53172,886.2,14.77,"14 hours 46 mins","OK","OK",""
