"","sa3","name","earners","age","tot.income","med.income","av.income","sa3_1","State","Capital","origin","destination","dist_num","dist_txt","time_secs","time_mins","time_hours","time_txt","return_stat","status","error_message"
"299",51103,"Goldfields",21224,37,1386084395,55299,65307.4064738032,5,"WA","Perth","1/14994 Goldfields Rd, Merredin WA 6415, Australia","Perth WA, Australia",258.61,"259 km",10993,183.22,3.05,"3 hours 3 mins","OK","OK",""
"300",51104,"Mid West",28346,43,1518926530,42344,53585.2159034784,5,"WA","Perth","2, Foreshore Business Centre, 209 Foreshore Dr, Geraldton WA 6530, Australia","Perth WA, Australia",415.07,"415 km",16112,268.53,4.48,"4 hours 29 mins","OK","OK",""
"301",60101,"Brighton",7374,40,313354945,38102,42494.5680770274,6,"Tas","Hobart","Brighton TAS 7030, Australia","Hobart TAS 7000, Australia",25.52,"25.5 km",1623,27.05,0.45,"27 mins","OK","OK",""
"302",60102,"Hobart - North East",27599,45,1318864582,40810,47786.6800246386,6,"Tas","Hobart","North Hobart TAS 7000, Australia","Hobart TAS 7000, Australia",1.56,"1.6 km",328,5.47,0.09,"5 mins","OK","OK",""
"303",60103,"Hobart - North West",25406,41,1048543679,38284,41271.498031961,6,"Tas","Hobart","Hobart TAS 7000, Australia","Hobart TAS 7000, Australia",0,"1 m",0,0,0,"1 min","OK","OK",""
"304",60104,"Hobart - South and West",18019,44,862760892,40740,47880.6200122093,6,"Tas","Hobart","Hobart TAS 7000, Australia","Hobart TAS 7000, Australia",0,"1 m",0,0,0,"1 min","OK","OK",""
"305",60105,"Hobart Inner",30612,43,1727013964,42053,56416.2408205932,6,"Tas","Hobart","Taroona TAS 7053, Australia","Hobart TAS 7000, Australia",9.52,"9.5 km",1164,19.4,0.32,"19 mins","OK","OK",""
"306",60106,"Sorell - Dodges Ferry",8046,44,336784969,37679,41857.440840169,6,"Tas","Hobart","Dodges Ferry TAS 7173, Australia","Hobart TAS 7000, Australia",37.18,"37.2 km",2125,35.42,0.59,"35 mins","OK","OK",""
"307",60201,"Launceston",42316,42,1916433005,38333,45288.6143539087,6,"Tas","Hobart","Launceston TAS 7250, Australia","Hobart TAS 7000, Australia",200.2,"200 km",8889,148.15,2.47,"2 hours 28 mins","OK","OK",""
"308",60202,"Meander Valley - West Tamar",11813,46,474861566,34450,40198.2194192838,6,"Tas","Hobart","26 Lyall St, Westbury TAS 7303, Australia","Hobart TAS 7000, Australia",216.27,"216 km",9316,155.27,2.59,"2 hours 35 mins","OK","OK",""
"309",60203,"North East",18588,46,756274719,34698,40686.1802775984,6,"Tas","Hobart","North East Isle, Tasmania, Australia","Hobart TAS 7000, Australia",NA,NA,NA,NA,NA,NA,"ZERO_RESULTS","OK",""
"310",60301,"Central Highlands (Tas.)",5672,45,223604916,34975,39422.5874471086,6,"Tas","Hobart","Central Highlands, TAS, Australia","Hobart TAS 7000, Australia",102.19,"102 km",5090,84.83,1.41,"1 hour 25 mins","OK","OK",""
"311",60302,"Huon - Bruny Island",9473,46,361744124,32488,38186.8599176607,6,"Tas","Hobart","Bruny Island, Tasmania, Australia","Hobart TAS 7000, Australia",83.38,"83.4 km",6599,109.98,1.83,"1 hour 50 mins","OK","OK",""
"312",60303,"South East Coast",3418,51,121854039,28110,35650.6843183148,6,"Tas","Hobart","South East Cape, Tasmania, Australia","Hobart TAS 7000, Australia",NA,NA,NA,NA,NA,NA,"ZERO_RESULTS","OK",""
"313",60401,"Burnie - Ulverstone",24229,44,1043238203,36912,43057.4189194767,6,"Tas","Hobart","45A Leighlands Ave, Ulverstone TAS 7315, Australia","Hobart TAS 7000, Australia",295.94,"296 km",12266,204.43,3.41,"3 hours 24 mins","OK","OK",""
"314",60402,"Devonport",22558,44,938768450,35998,41615.7660253569,6,"Tas","Hobart","Devonport TAS 7310, Australia","Hobart TAS 7000, Australia",281.51,"282 km",11809,196.82,3.28,"3 hours 17 mins","OK","OK",""
"315",60403,"West Coast",9715,44,427043369,38240,43957.1146680391,6,"Tas","Hobart","West Coast, TAS, Australia","Hobart TAS 7000, Australia",310.66,"311 km",19330,322.17,5.37,"5 hours 22 mins","OK","OK",""
"316",70101,"Darwin City",17864,35,1067025002,49335,59730.4636139722,7,"NT","Darwin","Darwin NT, Australia","Darwin NT, Australia",0,"1 m",0,0,0,"1 min","OK","OK",""
"317",70102,"Darwin Suburbs",30009,39,1691888598,49958,56379.3727881635,7,"NT","Darwin","Darwin Cres, Beechboro WA 6063, Australia","Darwin NT, Australia",4015.75,"4,016 km",155411,2590.19,43.17,"1 day 19 hours","OK","OK",""
"318",70103,"Litchfield",9259,43,522792446,50365,56463.1651366238,7,"NT","Darwin","Litchfield, NT, Australia","Darwin NT, Australia",44.32,"44.3 km",2265,37.75,0.63,"38 mins","OK","OK",""
"319",70104,"Palmerston",16666,35,929280934,52286,55759.0864034561,7,"NT","Darwin","Palmerston City NT 0830, Australia","Darwin NT, Australia",20.1,"20.1 km",1112,18.53,0.31,"19 mins","OK","OK",""
"320",70201,"Alice Springs",17658,39,914621463,46027,51796.4357798165,7,"NT","Darwin","Alice Springs NT 0870, Australia","Darwin NT, Australia",1496.53,"1,497 km",59157,985.95,16.43,"16 hours 26 mins","OK","OK",""
"321",70202,"Barkly",1586,41,73293871,43069,46213.0334174023,7,"NT","Darwin","Barkly, NT, Australia","Darwin NT, Australia",NA,NA,NA,NA,NA,NA,"ZERO_RESULTS","OK",""
"322",70203,"Daly - Tiwi - West Arnhem",2820,41,126153860,35687,44735.4113475177,7,"NT","Darwin","Tiwi NT 0810, Australia","Darwin NT, Australia",14.5,"14.5 km",1169,19.48,0.32,"19 mins","OK","OK",""
"323",70204,"East Arnhem",3121,39,198825110,53190,63705.5783402756,7,"NT","Darwin","East Arnhem NT 0822, Australia","Darwin NT, Australia",1053.68,"1,054 km",106773,1779.55,29.66,"1 day 6 hours","OK","OK",""
"324",70205,"Katherine",5511,39,278749688,47237,50580.6002540374,7,"NT","Darwin","Katherine NT 0850, Australia","Darwin NT, Australia",317.48,"317 km",11580,193,3.22,"3 hours 13 mins","OK","OK",""
"325",80101,"Belconnen",57273,40,3297489729,51674,57574.9433240794,8,"ACT","Canberra","Belconnen, ACT, Australia","Canberra ACT 2601, Australia",16.32,"16.3 km",1059,17.65,0.29,"18 mins","OK","OK",""
"326",80103,"Canberra East",541,45,28752095,44415,53146.2014787431,8,"ACT","Canberra","Canberra ACT 2601, Australia","Canberra ACT 2601, Australia",0,"1 m",0,0,0,"1 min","OK","OK",""
"327",80104,"Gungahlin",28764,37,1756588067,56514,61068.9774370741,8,"ACT","Canberra","Gungahlin ACT 2912, Australia","Canberra ACT 2601, Australia",13.45,"13.4 km",1327,22.12,0.37,"22 mins","OK","OK",""
"328",80105,"North Canberra",28756,37,1817668396,53295,63210.0568924746,8,"ACT","Canberra","Canberra ACT 2601, Australia","Canberra ACT 2601, Australia",0,"1 m",0,0,0,"1 min","OK","OK",""
"329",80106,"South Canberra",16820,44,1495057062,65317,88885.6755053508,8,"ACT","Canberra","Canberra ACT 2601, Australia","Canberra ACT 2601, Australia",0,"1 m",0,0,0,"1 min","OK","OK",""
"330",80107,"Tuggeranong",54594,42,3229272110,54003,59150.6779133238,8,"ACT","Canberra","Tuggeranong, ACT, Australia","Canberra ACT 2601, Australia",23.94,"23.9 km",1368,22.8,0.38,"23 mins","OK","OK",""
"331",80108,"Weston Creek",14378,45,911111423,54899,63368.4394908889,8,"ACT","Canberra","Weston Creek, Canberra ACT 2611, Australia","Canberra ACT 2601, Australia",15.27,"15.3 km",966,16.1,0.27,"16 mins","OK","OK",""
"332",80109,"Woden Valley",21408,45,1475187077,55539,68908.2154801943,8,"ACT","Canberra","Woden Valley, ACT, Australia","Canberra ACT 2601, Australia",11.41,"11.4 km",881,14.68,0.24,"15 mins","OK","OK",""
"333",80111,"Urriarra - Namadgi",286,40,16206875,50845,56667.3951048951,8,"ACT","Canberra","Namadgi Circuit, Palmerston ACT 2913, Australia","Canberra ACT 2601, Australia",13.47,"13.5 km",1204,20.07,0.33,"20 mins","OK","OK",""
